idx,Replicate,Path,From_Where_moved,Sibling,What_moved,NNI
0,"(A,(((B,U),(V,W)),(((M,N),((K,L),((E,(F,(G,(C,I)))),(J,(D,H))))),((O,(P,(Q,R))),(S,T)))));",0,"(E,(F,(G,(C,I))));","(F,(G,(C,I)));",E;,1
1,"(A,((V,W),((B,U),(((J,((D,H),(E,(F,(G,(C,I)))))),((K,L),(M,N))),((P,(Q,R)),(T,(O,S)))))));",0,"(E,(F,(G,(C,I))));","(F,(G,(C,I)));",E;,1
2,"(A,(((B,U),(V,W)),(((J,((D,H),(E,((C,I),(F,G))))),((M,N),(K,L))),(S,(T,(O,(P,(Q,R))))))));",0,"(E,((C,I),(F,G)));",E;,"((F,G),(I,C));",1
3,"(A,(((B,U),(V,W)),((T,((R,(P,Q)),(O,S))),(((E,((C,I),(F,G))),(J,(D,H))),((M,N),(K,L))))));",0,"(E,((C,I),(F,G)));","((C,I),(F,G));",E;,1
4,"(A,(((B,U),(V,W)),((J,(((D,H),(E,((C,G),(F,I)))),((K,L),(M,N)))),(S,(T,(O,(P,(Q,R))))))));",0,"(E,((C,G),(F,I)));","((C,G),(F,I));",E;,1
5,"(A,(((B,U),(V,W)),((T,((P,(Q,R)),(O,S))),(((K,L),(M,N)),((D,H),(J,(E,(C,(I,(F,G))))))))));",0,"(E,(C,(I,(F,G))));","(C,(I,(F,G)));",E;,1
6,"(A,(((K,L),(M,N)),((((E,((C,I),(F,G))),(J,(D,H))),(T,(O,(S,(P,(Q,R)))))),(V,(W,(B,U))))));",0,"(E,((C,I),(F,G)));",E;,"((F,G),(I,C));",1
7,"(A,(((V,W),(B,U)),(((S,(O,(Q,(P,R)))),(J,((D,H),(E,((F,G),(C,I)))))),(T,((K,L),(M,N))))));",0,"(E,((F,G),(C,I)));",E;,"((F,G),(I,C));",1
8,"(A,(((T,(S,((P,Q),(O,R)))),(((K,L),(M,N)),(J,((D,H),(E,((F,G),(C,I))))))),((V,W),(B,U))));",0,"(E,((F,G),(C,I)));",E;,"((F,G),(I,C));",1
9,"(A,(((V,W),(B,U)),(((K,(L,(M,N))),(J,((D,H),(E,(I,(C,(F,G))))))),(T,(S,((Q,R),(O,P)))))));",0,"(E,(I,(C,(F,G))));","(I,(C,(F,G)));",E;,1
10,"(A,(((B,U),(V,W)),(((K,L),(M,N)),((J,((D,H),(E,((F,G),(C,I))))),(T,((P,(Q,R)),(O,S)))))));",0,"(E,((F,G),(C,I)));","((F,G),(C,I));",E;,1
11,"(((T,(O,(P,(S,(Q,R))))),((J,((D,H),(E,((F,G),(C,I))))),((M,N),(K,L)))),(A,((V,W),(B,U))));",0,"(E,((F,G),(C,I)));",E;,"((F,G),(I,C));",1
12,"(A,(((T,(S,(O,(R,(P,Q))))),(((M,N),(K,L)),(J,((D,H),(E,((C,I),(F,G))))))),((B,U),(V,W))));",0,"(E,((C,I),(F,G)));",E;,"((F,G),(I,C));",1
13,"((((M,N),(K,L)),((B,U),(V,W))),(A,((J,((D,H),(E,(G,(F,(C,I)))))),(T,(S,(O,(P,(Q,R))))))));",0,"(E,(G,(F,(C,I))));","(G,(F,(C,I)));",E;,1
14,"(((T,(S,(P,(O,(Q,R))))),(((K,L),(M,N)),((E,((C,I),(F,G))),(J,(D,H))))),(A,((B,U),(V,W))));",0,"(E,((C,I),(F,G)));",E;,"((F,G),(I,C));",1
15,"(A,(((B,U),(V,W)),((T,((E,((F,G),(C,I))),(J,(D,H)))),((N,(M,(K,L))),(S,(O,(P,(Q,R))))))));",0,"(E,((F,G),(C,I)));","((F,G),(C,I));",E;,1
16,"(A,(((V,W),(B,U)),(T,((S,(O,(P,(Q,R)))),(J,(((M,N),(K,L)),((D,H),(E,((C,I),(F,G))))))))));",0,"(E,((C,I),(F,G)));",E;,"((F,G),(I,C));",1
17,"(A,(((B,U),(V,W)),((T,(S,(P,(O,(Q,R))))),(((K,L),(M,N)),((D,H),(J,(E,((C,I),(F,G)))))))));",0,"(E,((C,I),(F,G)));",E;,"((F,G),(I,C));",1
18,"(((B,U),(V,W)),(A,(((M,N),((K,L),(J,((D,H),(E,(I,(F,(C,G)))))))),(T,(S,(O,(P,(Q,R))))))));",0,"(E,(I,(F,(C,G))));","(I,(F,(C,G)));",E;,1
19,"(A,((T,(P,(O,(Q,R)))),((S,(((K,L),(M,N)),((D,H),(J,(E,((F,G),(C,I))))))),((V,W),(B,U)))));",0,"(E,((F,G),(C,I)));",E;,"((F,G),(I,C));",1
20,"(A,(((((M,N),(K,L)),(J,((D,H),(E,((F,G),(C,I)))))),(T,(S,((P,R),(O,Q))))),((B,U),(V,W))));",0,"(E,((F,G),(C,I)));",E;,"((F,G),(I,C));",1
21,"(A,((((K,L),(M,N)),((O,(P,(Q,R))),(S,T))),(((V,W),(B,U)),((D,H),(J,(E,((F,G),(C,I))))))));",0,"(E,((F,G),(C,I)));","((F,G),(C,I));",E;,1
22,"(A,(((V,W),(B,U)),((T,(S,(O,(P,(Q,R))))),(((D,H),(J,(E,((F,G),(C,I))))),((K,L),(M,N))))));",0,"(E,((F,G),(C,I)));",E;,"((F,G),(I,C));",1
23,"(A,((((M,N),(K,L)),((D,H),(J,(E,((F,G),(C,I)))))),(((B,U),(V,W)),(T,(S,(O,(R,(P,Q))))))));",0,"(E,((F,G),(C,I)));","((F,G),(C,I));",E;,1
24,"(A,(((V,W),(B,U)),((T,(S,((Q,R),(O,P)))),(((D,H),(J,(E,(G,(F,(C,I)))))),((K,L),(M,N))))));",0,"(E,(G,(F,(C,I))));","(G,(F,(C,I)));",E;,1
25,"(((T,(S,(O,(P,(Q,R))))),(((K,L),(M,N)),((D,H),(J,(E,((F,G),(C,I))))))),(A,((V,W),(B,U))));",0,"(E,((F,G),(C,I)));","((F,G),(C,I));",E;,1
26,"(((J,(((D,H),(E,((F,G),(C,I)))),(K,L))),((M,N),(T,(O,(S,(P,(Q,R))))))),(A,((B,U),(V,W))));",0,"(E,((F,G),(C,I)));","((F,G),(C,I));",E;,1
27,"(A,(((V,W),(B,U)),((J,((D,H),(E,((F,G),(C,I))))),(((M,N),(K,L)),(T,(S,(O,(P,(Q,R)))))))));",0,"(E,((F,G),(C,I)));",E;,"((F,G),(I,C));",1
28,"(A,(((B,U),(V,W)),((((M,N),(K,L)),(J,((D,H),(E,((C,I),(F,G)))))),(T,(S,(O,(Q,(P,R))))))));",0,"(E,((C,I),(F,G)));","((C,I),(F,G));",E;,1
29,"(A,(((((D,H),(E,((F,G),(C,I)))),(J,(M,(N,(K,L))))),(T,(S,(O,(P,(Q,R)))))),((B,U),(V,W))));",0,"(E,((F,G),(C,I)));",E;,"((F,G),(I,C));",1
30,"(A,((V,W),((B,U),(((H,(E,(F,(G,(C,I))))),((D,J),((M,N),(K,L)))),(T,(S,(O,(Q,(P,R)))))))));",0,"(E,(F,(G,(C,I))));","(F,(G,(C,I)));",E;,1
31,"(A,(((B,U),(V,W)),((T,(S,(P,(O,(Q,R))))),((D,H),(((K,L),(M,N)),(J,(E,(F,(G,(C,I))))))))));",0,"(E,(F,(G,(C,I))));","(F,(G,(C,I)));",E;,1
32,"(A,(((B,U),(V,W)),((T,(S,(O,(Q,(P,R))))),(((K,L),(M,N)),(J,((D,H),(E,((F,G),(C,I)))))))));",0,"(E,((F,G),(C,I)));","((F,G),(C,I));",E;,1
33,"(A,(((T,(O,S)),(((M,N),(K,L)),((E,(F,(G,(C,I)))),(J,(D,H))))),((P,(Q,R)),((B,U),(V,W)))));",0,"(E,(F,(G,(C,I))));","(F,(G,(C,I)));",E;,1
34,"(((V,W),(B,U)),(A,((T,(O,(S,(P,(Q,R))))),((J,((D,H),(E,(I,(C,(F,G)))))),((K,L),(M,N))))));",0,"(E,(I,(C,(F,G))));","(I,(C,(F,G)));",E;,1
35,"(A,(((B,U),(V,W)),((T,(S,(O,(P,(Q,R))))),((J,((D,H),(E,(F,(G,(C,I)))))),((K,L),(M,N))))));",0,"(E,(F,(G,(C,I))));","(F,(G,(C,I)));",E;,1
36,"(((V,W),((T,(S,(O,(Q,(P,R))))),(((K,L),(M,N)),(J,((D,H),(E,((C,I),(F,G)))))))),(A,(B,U)));",0,"(E,((C,I),(F,G)));","((C,I),(F,G));",E;,1
37,"(A,(((V,W),(B,U)),((T,(S,(O,(P,(Q,R))))),(((K,L),(M,N)),(J,((D,H),(E,((C,I),(F,G)))))))));",0,"(E,((C,I),(F,G)));","((C,I),(F,G));",E;,1
38,"(A,((T,(S,(P,(Q,R)))),(((B,U),(V,W)),(O,(((M,N),(K,L)),(J,((D,H),(E,((C,I),(F,G))))))))));",0,"(E,((C,I),(F,G)));","((C,I),(F,G));",E;,1
39,"(A,(((V,W),(B,U)),(((J,(D,H)),((E,(C,(I,(F,G)))),((M,N),(K,L)))),(R,(T,(S,(O,(P,Q))))))));",0,"(E,(C,(I,(F,G))));","(C,(I,(F,G)));",E;,1
40,"(A,(W,((V,(B,U)),((((M,N),(K,L)),(J,((D,H),(E,((F,G),(C,I)))))),(T,((R,(P,Q)),(O,S)))))));",0,"(E,((F,G),(C,I)));","((F,G),(C,I));",E;,1
41,"(((V,W),(B,U)),(A,((L,(J,((D,H),(E,((C,I),(F,G)))))),((K,(M,N)),(S,(T,(O,(P,(Q,R)))))))));",0,"(E,((C,I),(F,G)));","((C,I),(F,G));",E;,1
42,"(A,(((V,W),(B,U)),(((K,(L,(M,N))),(J,((D,H),(E,((F,G),(C,I)))))),(T,(S,(O,(P,(Q,R))))))));",0,"(E,((F,G),(C,I)));","((F,G),(C,I));",E;,1
43,"(((T,((K,L),(J,((D,H),(E,((C,I),(F,G))))))),((M,N),(S,(O,(P,(Q,R)))))),(A,((B,U),(V,W))));",0,"(E,((C,I),(F,G)));","((C,I),(F,G));",E;,1
44,"(A,(((V,W),(B,U)),((T,(S,(O,(P,(Q,R))))),((J,((D,H),(E,(I,(C,(F,G)))))),((K,L),(M,N))))));",0,"(E,(I,(C,(F,G))));","(I,(C,(F,G)));",E;,1
45,"(A,(((P,(Q,R)),(O,S)),(((V,W),(B,U)),(T,(((K,L),(M,N)),(J,((D,H),(E,((C,I),(F,G))))))))));",0,"(E,((C,I),(F,G)));",E;,"((F,G),(I,C));",1
46,"(A,(((V,W),(B,U)),((J,((D,H),(E,((C,I),(F,G))))),(((K,L),(M,N)),(T,(S,((Q,R),(O,P))))))));",0,"(E,((C,I),(F,G)));",E;,"((F,G),(I,C));",1
47,"(A,(((V,W),(B,U)),((J,(((D,H),(E,((F,G),(C,I)))),((M,N),(K,L)))),((O,(P,(Q,R))),(S,T)))));",0,"(E,((F,G),(C,I)));","((F,G),(C,I));",E;,1
48,"(((S,(O,(P,(Q,R)))),(((K,L),(M,N)),(J,((D,H),(E,((F,G),(C,I))))))),(T,(A,((B,U),(V,W)))));",0,"(E,((F,G),(C,I)));","((F,G),(C,I));",E;,1
49,"(A,((((M,N),(K,L)),((E,((F,G),(C,I))),(J,(D,H)))),(((V,W),(B,U)),(T,(S,(O,(P,(Q,R))))))));",0,"(E,((F,G),(C,I)));","((F,G),(C,I));",E;,1
50,"(((B,U),(V,W)),(A,((((K,L),(M,N)),((E,((F,G),(C,I))),(J,(D,H)))),(T,(S,(O,(P,(Q,R))))))));",0,"(E,((F,G),(C,I)));",E;,"((F,G),(I,C));",1
51,"((((D,H),(E,((C,I),(F,G)))),(J,((M,N),(K,L)))),(A,(((B,U),(V,W)),(T,((O,(Q,R)),(P,S))))));",0,"(E,((C,I),(F,G)));","((C,I),(F,G));",E;,1
52,"(((V,W),(B,U)),(A,((((D,H),(J,(E,((F,G),(C,I))))),(N,(L,(K,M)))),(T,(S,(O,(P,(Q,R))))))));",0,"(E,((F,G),(C,I)));",E;,"((F,G),(I,C));",1
53,"(A,(((B,U),(V,W)),(((N,(L,(K,M))),((D,H),(J,(E,(G,(F,(C,I))))))),(T,(S,(O,(P,(Q,R))))))));",0,"(E,(G,(F,(C,I))));","(G,(F,(C,I)));",E;,1
54,"(((B,U),(V,W)),(A,(((M,N),(K,L)),((J,((D,H),(E,(C,(I,(F,G)))))),(T,(O,(S,(P,(Q,R)))))))));",0,"(E,(C,(I,(F,G))));","(C,(I,(F,G)));",E;,1
55,"(((B,U),(V,W)),(A,((T,(S,(O,(Q,(P,R))))),(((M,N),(K,L)),(J,((D,H),(E,((F,G),(C,I)))))))));",0,"(E,((F,G),(C,I)));",E;,"((F,G),(I,C));",1
56,"(((B,U),(V,W)),(A,((T,(S,(O,(P,(Q,R))))),((K,(M,N)),(L,(J,((D,H),(E,((C,I),(F,G))))))))));",0,"(E,((C,I),(F,G)));",E;,"((F,G),(I,C));",1
57,"((((L,(K,(M,N))),(J,((D,H),(E,((C,I),(F,G)))))),(T,(S,(O,(P,(Q,R)))))),(A,((B,U),(V,W))));",0,"(E,((C,I),(F,G)));",E;,"((F,G),(I,C));",1
58,"(A,((U,(B,(V,W))),((T,(O,(S,(P,(Q,R))))),(((K,L),(M,N)),(J,((D,H),(E,(C,(I,(F,G))))))))));",0,"(E,(C,(I,(F,G))));","(C,(I,(F,G)));",E;,1
59,"(A,(((V,W),(B,U)),(((M,N),(K,L)),(((D,H),(J,(E,((F,G),(C,I))))),(S,(T,(Q,(O,(P,R)))))))));",0,"(E,((F,G),(C,I)));",E;,"((F,G),(I,C));",1
60,"(A,(((V,W),(B,U)),((((K,L),(M,N)),(J,((D,H),(E,((F,G),(C,I)))))),((O,S),(T,(R,(P,Q)))))));",0,"(E,((F,G),(C,I)));","((F,G),(C,I));",E;,1
61,"(A,(((V,W),(B,U)),((T,(S,(O,(P,(Q,R))))),(J,((M,N),((K,L),((D,H),(E,(I,(C,(F,G)))))))))));",0,"(E,(I,(C,(F,G))));","(I,(C,(F,G)));",E;,1
62,"(A,(((D,H),(J,((E,((F,G),(C,I))),((K,L),(M,N))))),((S,(O,(P,(Q,R)))),(T,((V,W),(B,U))))));",0,"(E,((F,G),(C,I)));","((F,G),(C,I));",E;,1
63,"(A,(((V,W),(B,U)),((((M,N),(K,L)),(J,((D,H),(E,(I,(C,(F,G))))))),(S,(T,(O,(P,(Q,R))))))));",0,"(E,(I,(C,(F,G))));","(I,(C,(F,G)));",E;,1
64,"(A,(((D,H),(((M,N),(K,L)),(J,(E,((C,I),(F,G)))))),((T,(S,(O,(P,(Q,R))))),((B,U),(V,W)))));",0,"(E,((C,I),(F,G)));","((C,I),(F,G));",E;,1
65,"(((T,(S,(O,(Q,(P,R))))),(J,(((D,H),(E,((C,I),(F,G)))),((K,L),(M,N))))),(A,((V,W),(B,U))));",0,"(E,((C,I),(F,G)));","((C,I),(F,G));",E;,1
66,"(A,(((B,U),(V,W)),((T,(S,(O,(P,(Q,R))))),(((M,N),(K,L)),(J,((D,H),(E,((F,G),(C,I)))))))));",0,"(E,((F,G),(C,I)));","((F,G),(C,I));",E;,1
67,"((((B,U),(V,W)),(T,(S,(O,(P,(Q,R)))))),(A,(J,(((D,H),(E,(C,(I,(F,G))))),((M,N),(K,L))))));",0,"(E,(C,(I,(F,G))));","(C,(I,(F,G)));",E;,1
68,"(A,(((B,U),(V,W)),((T,(O,(S,(Q,(P,R))))),((J,((D,H),(E,((F,G),(C,I))))),(K,(L,(M,N)))))));",0,"(E,((F,G),(C,I)));",E;,"((F,G),(I,C));",1
69,"(A,((T,((S,(O,(P,(Q,R)))),(((M,N),(K,L)),(J,((D,H),(E,((F,G),(C,I)))))))),((V,W),(B,U))));",0,"(E,((F,G),(C,I)));","((F,G),(C,I));",E;,1
70,"(A,(((B,U),(V,W)),((T,(S,(O,(P,(Q,R))))),(((K,L),(M,N)),(J,((D,H),(E,(F,(G,(C,I))))))))));",0,"(E,(F,(G,(C,I))));","(F,(G,(C,I)));",E;,1
71,"(A,(((V,W),(B,U)),((S,(O,(P,(Q,R)))),(T,((J,((D,H),(E,((C,I),(F,G))))),((K,L),(M,N)))))));",0,"(E,((C,I),(F,G)));","((C,I),(F,G));",E;,1
72,"(((B,U),(V,W)),(A,((T,(S,((P,Q),(O,R)))),((J,(E,((C,I),(F,G)))),((D,H),((K,L),(M,N)))))));",0,"(E,((C,I),(F,G)));",E;,"((F,G),(I,C));",1
73,"(A,((J,((D,H),(E,((F,G),(C,I))))),((((K,L),(M,N)),(T,(S,(O,(P,(Q,R)))))),((V,W),(B,U)))));",0,"(E,((F,G),(C,I)));","((F,G),(C,I));",E;,1
74,"(A,(((B,U),(V,W)),((S,(Q,(O,(P,R)))),(T,((E,((F,G),(C,I))),((J,(D,H)),(L,(K,(M,N)))))))));",0,"(E,((F,G),(C,I)));",E;,"((F,G),(I,C));",1
75,"(A,(((B,U),(V,W)),(((P,(Q,R)),(T,(O,S))),(((M,N),(K,L)),((E,(F,(G,(C,I)))),(J,(D,H)))))));",0,"(E,(F,(G,(C,I))));","(F,(G,(C,I)));",E;,1
76,"(A,((T,(S,(O,(P,(Q,R))))),(((V,W),(B,U)),(((K,L),(M,N)),(J,((D,H),(E,((C,I),(F,G)))))))));",0,"(E,((C,I),(F,G)));","((C,I),(F,G));",E;,1
77,"(A,(((V,W),(B,U)),((T,(S,(O,(R,(P,Q))))),(((M,N),(K,L)),((E,((C,I),(F,G))),(J,(D,H)))))));",0,"(E,((C,I),(F,G)));",E;,"((F,G),(I,C));",1
78,"(((B,U),(V,W)),(A,((((M,N),(K,L)),(J,((D,H),(E,((F,G),(C,I)))))),(T,(O,(S,(P,(Q,R))))))));",0,"(E,((F,G),(C,I)));","((F,G),(C,I));",E;,1
79,"(A,(((V,W),(B,U)),(S,((T,(O,(P,(Q,R)))),(J,(((D,H),(E,((C,I),(F,G)))),((K,L),(M,N))))))));",0,"(E,((C,I),(F,G)));","((C,I),(F,G));",E;,1
