idx,Replicate,Path,From_Where_moved,Sibling,What_moved,NNI
0,"(A,((V,(W,(B,U))),((T,(S,(O,(Q,(P,R))))),(((K,L),(M,N)),(J,((E,(D,H)),(F,(G,(C,I)))))))));",0,"(W,(B,U));",W;,"(U,B);",1
1,"(A,(((J,(G,((E,(D,H)),(F,(C,I))))),((M,N),(K,L))),((T,(S,(O,(P,(Q,R))))),(V,(W,(B,U))))));",0,"(W,(B,U));","(B,U);",W;,1
2,"(A,(((J,(((F,G),(C,I)),(E,(D,H)))),(L,(K,(M,N)))),((V,(W,(B,U))),(T,(S,(O,(P,(Q,R))))))));",0,"(W,(B,U));",W;,"(U,B);",1
3,"((V,(W,(B,U))),(A,(((K,L),((M,N),(J,(((F,G),(C,I)),(E,(D,H)))))),((O,(P,(Q,R))),(S,T)))));",0,"(W,(B,U));",W;,"(U,B);",1
4,"(A,(((K,L),(M,N)),((((E,((C,I),(F,G))),(J,(D,H))),(T,(O,(S,(P,(Q,R)))))),(V,(W,(B,U))))));",0,"(W,(B,U));",W;,"(U,B);",1
5,"(A,(((J,((E,(D,H)),((F,G),(C,I)))),((M,N),(K,L))),((V,(W,(B,U))),(T,(S,(O,(Q,(P,R))))))));",0,"(W,(B,U));","(B,U);",W;,1
6,"(A,((V,(W,(B,U))),((J,((F,G),(E,(D,H)))),(((C,I),(N,(M,(K,L)))),((O,(P,(Q,R))),(S,T))))));",0,"(W,(B,U));",W;,"(U,B);",1
7,"(A,(((S,(P,(O,(Q,R)))),(J,((((F,G),(C,I)),(E,(D,H))),((K,L),(M,N))))),(T,(V,(W,(B,U))))));",0,"(W,(B,U));",W;,"(U,B);",1
8,"(A,((V,(W,(B,U))),((K,L),(((M,N),(J,(((C,I),(F,G)),(E,(D,H))))),(S,(T,(O,(P,(Q,R)))))))));",0,"(W,(B,U));",W;,"(U,B);",1
9,"(A,((V,(W,(B,U))),((S,T),((O,(Q,(P,R))),(((K,L),(M,N)),(J,(((C,I),(F,G)),(E,(D,H)))))))));",0,"(W,(B,U));","(B,U);",W;,1
10,"(A,((V,(W,(B,U))),((T,(O,(S,(P,(Q,R))))),(((K,L),(M,N)),(J,((H,(D,E)),((F,G),(C,I))))))));",0,"(W,(B,U));",W;,"(U,B);",1
11,"(A,((V,(W,(B,U))),((((M,N),(K,L)),(J,((E,(D,H)),((C,I),(F,G))))),(T,((P,(Q,R)),(O,S))))));",0,"(W,(B,U));",W;,"(U,B);",1
12,"(A,((V,(W,(B,U))),((((K,L),(M,N)),(J,(D,E))),((S,(O,(P,(Q,R)))),(T,(I,(F,(G,(C,H)))))))));",0,"(W,(B,U));",W;,"(U,B);",1
13,"(A,(((T,(S,(P,(O,(Q,R))))),(((K,L),(M,N)),(((C,I),(F,G)),(J,(E,(D,H)))))),(V,(W,(B,U)))));",0,"(W,(B,U));",W;,"(U,B);",1
14,"(A,((V,(W,(B,U))),(J,(T,((S,(O,(P,(Q,R)))),(((K,L),(M,N)),(((F,G),(C,I)),(D,(E,H)))))))));",0,"(W,(B,U));","(B,U);",W;,1
15,"(A,((V,(W,(B,U))),((S,(O,(P,(Q,R)))),(T,((((C,F),(G,I)),(E,(D,H))),(J,((K,L),(M,N))))))));",0,"(W,(B,U));",W;,"(U,B);",1
16,"(A,((T,(L,(K,(M,N)))),((V,(W,(B,U))),(S,((O,(R,(P,Q))),(J,(((F,G),(C,I)),(E,(D,H)))))))));",0,"(W,(B,U));","(B,U);",W;,1
17,"((((O,(Q,R)),(P,S)),(T,(J,((D,E),(H,((F,G),(C,I))))))),(A,(((M,N),(K,L)),(V,(W,(B,U))))));",0,"(W,(B,U));","(B,U);",W;,1
18,"(((T,(S,(O,(P,(Q,R))))),((J,(F,((G,(C,I)),(E,(D,H))))),((M,N),(K,L)))),(A,(V,(W,(B,U)))));",0,"(W,(B,U));","(B,U);",W;,1
19,"(A,((V,(W,(B,U))),((((M,N),(K,L)),(J,(((F,G),(C,I)),(E,(D,H))))),(T,(S,(P,(O,(Q,R))))))));",0,"(W,(B,U));",W;,"(U,B);",1
20,"(A,((V,(W,(B,U))),((J,((((C,I),(F,G)),(E,(D,H))),((K,L),(M,N)))),(S,(T,(O,(P,(Q,R))))))));",0,"(W,(B,U));","(B,U);",W;,1
21,"(A,((V,(W,(B,U))),(T,((((M,N),(K,L)),(((D,H),((C,I),(F,G))),(E,J))),(S,(O,(P,(Q,R))))))));",0,"(W,(B,U));",W;,"(U,B);",1
22,"(A,((V,(W,(B,U))),((((K,L),(M,N)),(J,((C,I),((F,G),(E,(D,H)))))),(T,((O,(Q,R)),(P,S))))));",0,"(W,(B,U));","(B,U);",W;,1
23,"(A,((V,(W,(B,U))),((O,(P,(Q,R))),(((L,(K,(M,N))),(J,((D,(E,H)),((C,I),(F,G))))),(S,T)))));",0,"(W,(B,U));","(B,U);",W;,1
24,"(A,((V,(W,(B,U))),(((J,((E,H),(D,(F,(G,(C,I)))))),((K,L),(M,N))),(T,(S,(O,(P,(Q,R))))))));",0,"(W,(B,U));","(B,U);",W;,1
25,"((((E,F),((D,H),(G,(C,I)))),((S,(T,(O,(P,(Q,R))))),(J,((M,N),(K,L))))),(A,(V,(W,(B,U)))));",0,"(W,(B,U));","(B,U);",W;,1
26,"(A,((V,(W,(B,U))),((J,((G,(F,(C,I))),(E,(D,H)))),((S,((Q,R),(O,P))),(T,(M,(N,(K,L))))))));",0,"(W,(B,U));","(B,U);",W;,1
